user_id,sku_id
206472,151327
265684,7498
232565,7746
225041,63006
208886,127735
259617,63006
301044,32465
205953,59175
212702,42199
238041,95890
253260,57018
205255,21147
303159,168136
242131,39425
226450,62863
207148,146523
206318,31662
207458,38222
293543,76270
227840,96191
295173,134619
226216,47193
209107,154012
234289,128747
214390,138194
241580,28250
297218,5505
248866,37957
238953,152042
226202,12564
244944,32465
204845,153551
216796,5825
253238,117452
304026,57018
274318,103588
221928,34624
255296,57018
211594,21457
214029,109728
238951,127735
283896,128567
274879,81708
280144,107012
287535,169819
263243,149641
292666,74141
203223,111999
279615,40336
265569,62863
214240,6533
207358,128988
278939,140602
203138,81462
217133,149641
234828,164258
238056,63006
296413,63006
286930,88295
296383,103132
218666,40336
296690,81462
239605,19960
220393,126146
240605,276
262639,77571
247801,159215
252108,57161
296751,169819
298661,65520
297605,47895
292941,39830
279740,64974
220960,75836
202362,145946
259312,166707
206756,130683
291295,16839
276162,103147
246774,59175
222806,161594
248002,99646
217793,63006
264415,37254
224879,57161
240356,59175
218857,46530
205521,63006
215174,12564
223146,152478
277398,96887
206935,47895
250168,84389
272027,138778
280342,126906
290613,113305
259424,54709
275801,43062
217231,79520
258487,113452
297459,138778
211017,149854
254525,33445
295040,127735
291406,84389
295066,52343
257635,65085
240270,161594
237095,153551
227756,14163
236489,80030
234039,103234
265716,134619
269936,18103
226944,12564
276780,73398
301994,5505
244867,30528
265646,21147
203063,63006
239097,149641
305287,24371
299722,6533
203552,166354
212746,76270
277050,68615
231466,52343
219057,125756
220491,109728
270308,169197
244494,77221
253352,119979
237303,7498
236156,125756
207159,63006
304105,145990
263442,57018
211297,48895
206855,79636
247471,99646
266916,5825
212970,138151
226348,110732
206747,160931
293653,169228
231659,116489
214605,103577
229219,129889
267961,32865
241588,37254
229272,24371
279584,107012
207062,75877
212063,66331
293740,151541
281887,103234
202755,75527
203984,73398
214695,160476
297856,154636
223012,142196
267245,59175
223561,151940
304546,50290
213759,69209
291258,106714
267781,146523
290074,20591
225971,84389
289817,160476
208003,84389
216216,5825
284304,5505
292887,34314
207107,87502
222345,63006
220894,59175
286686,83144
270929,37957
259384,50416
221184,75527
222179,102527
292488,47895
280848,15661
241332,154636
298516,149854
217771,40336
231610,126535
218178,32465
210159,108824
224031,89802
233097,18412
217517,19973
253178,154636
244595,63006
200025,58568
277639,134619
244729,70352
285434,57018
290918,123350
224717,148001
266330,151327
295840,81848
222648,14433
233377,109728
200674,136244
212905,152478
238898,49367
273373,169819
201616,103234
241649,125363
